0	is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story
1	works smoothly
1	with a creepy and dead-on performance
0	might want to take a reality check before you pay the full ticket price to see `` simone , '' and consider a dvd rental instead .
1	placed in the pantheon of the best of the swashbucklers
1	a satisfyingly unsettling ride
1	good a job as anyone
1	, smart and complicated
0	the intimate , unguarded moments of folks who live in unusual homes --
1	are pretty valuable these days
0	( i ) t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop is n't as funny as it should be .
0	that the only rip off that we were aware of
1	beautiful to watch and
1	accentuating
0	no quarter to anyone seeking to pull a cohesive story out of its 2 1/2 - hour running time
1	a wonderful ensemble cast
1	endear
1	the truly funny bits
0	's that painful .
0	american beauty reeks
0	clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long
0	without any of its sense of fun or energy
1	be the cat 's meow
0	's simply stupid , irrelevant and deeply
1	wonderland adventure , a stalker thriller , and
1	be part of
1	cinema history as the only movie ever
1	comes from a renowned indian film culture that allows americans to finally revel in its splendor
1	accomplished oscar winners
1	of those underrated professionals who deserve but rarely receive it
1	we find ourselves surprised at how much we care about the story
0	an all-time low
1	enjoyed it just
1	reacting to it - feeling a part of its grand locations ,
1	delivered with such conviction that it 's hard not to be carried away
1	colorful , vibrant introduction
1	the slow parade of human frailty fascinates you
1	famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer .
1	a laugh between them
1	that gradually sneaks up on the audience
1	photographic marvel
0	is shockingly bad and absolutely unnecessary .
1	gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences .
0	the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood .
1	while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy .
1	wow ' factor
1	hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .
1	brazil-like , hyper-real satire
0	low on both suspense and payoff
1	find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most
1	an absolute delight for all audiences
0	would tax einstein 's brain .
0	's its first sign of trouble
0	ca n't believe anyone would really buy this stuff
1	moonlight mile should strike a nerve in many .
0	if ever such a dependable concept was botched in execution
0	wedding feels a bit anachronistic .
0	been lost in the translation this time
1	revelatory performance
0	the pianist like a surgeon mends a broken heart ; very meticulously but without any passion
0	remains oddly detached
1	that is more complex and honest than anything represented in a hollywood film
1	nifty premise
1	vein
1	the wonderfully lush morvern callar is pure punk existentialism , and
0	go down with a ship as leaky
1	earnest movie
1	effective enough
1	showing us well-thought stunts or a car chase that we have n't seen 10,000 times
0	make the film more silly than scary , like some sort of martha stewart decorating program run amok
1	going at a rapid pace ,
1	still fun and enjoyable and
0	a lazy exercise in bad filmmaking
0	this thing is virtually unwatchable .
1	's also undeniably exceedingly clever
0	would ever work in a mcculloch production again if they looked at how this movie turned out
1	an entertainment destination for the general public
1	i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense .
1	england 's roger mitchell , who handily makes the move from pleasing
1	to the enduring strengths of women
1	surprisingly faithful
1	the numerous scenes
0	exaggerated and
0	takes a really long , slow and dreary time
1	improved upon the first
1	that might have made it an exhilarating
1	k-19 : the widowmaker is a great yarn .
0	humorless
1	thank
1	just because a walk to remember
0	bite
0	amounts to little more than punishment .
1	the humor is recognizably plympton
1	likeable thanks to its cast , its cuisine and its quirky tunes .
0	makes piecing the story together frustrating difficult
1	a fascinating , compelling story
0	the film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence
1	a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .
1	whimsical and relevant today
1	see the it
1	tackles the difficult subject of grief and loss
0	grotesque narcissism
1	funny and sad
1	is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan .
0	it wore me down
0	be so stupid
1	as refreshing
0	what we get in feardotcom is more like something from a bad clive barker movie .
1	has created a brilliant motion picture .
0	from the clumsy cliché of the ugly american
1	a beautiful food entrée
1	us a slice of life that 's very different from our own and yet instantly recognizable
0	the passive-aggressive psychology of co-dependence
1	his story ends or just ca n't tear himself away from the characters
0	does not live up to its style
1	scenes of cinematic perfection
1	love liza 's tale
1	the type of film about growing up that we do n't see often enough these days : realistic , urgent
0	first , for a movie that tries to be smart , it 's kinda dumb .
1	go see this delightful comedy .
0	worst sense
1	propelled by the acting
1	presents us with an action movie that actually has a brain .
0	human nature is a goofball movie , in the way that malkovich was , but it tries too hard
0	overplayed
0	should be poignant
1	'' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark .
1	visceral and dangerously honest revelations about the men and machines behind the curtains of our planet
0	kirshner and monroe seem to be in a contest to see who can out-bad-act the other .
0	mug shots
0	the barbarism of ` ethnic cleansing
1	another masterpiece
1	an incredibly layered and stylistic film
1	a classic story
1	daring
1	wo n't feel cheated by the high infidelity of unfaithful .
0	haute
1	convey a strong sense of the girls ' environment .
0	ugly and
1	a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick
1	any insight
0	a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .
1	passionate , tumultuous affair
0	the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name
1	an enjoyable experience .
0	've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .
1	is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents .
0	well to cram earplugs
0	who is simply tired
0	it 's the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to happen , that finally get under your skin
1	both convincing and radiant
1	smart and dark -
0	emaciated flick
0	jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects
0	point at things that explode into flame
1	jolts the laughs from the audience
1	heralds something special
0	has n't escaped the rut dug by the last one
1	a perfect performance
1	this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative
0	an unsuccessful attempt at a movie
0	sometimes confusing
1	superlative
1	buy the soundtrack
1	's sharply comic and surprisingly touching ,
0	a soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination .
0	to change hackneyed concepts when it comes to dreaming up romantic comedies
0	the folly of superficiality that is itself
0	lumbering load
0	a 95-minute commercial for nba properties
0	though many of these guys are less than adorable
1	peels layers from this character that may well not have existed on paper .
0	is deadly dull
0	inferior
1	big-hearted and frequently
1	striking deep chords of sadness
1	laughs aplenty
1	schaeffer is n't in this film , which may be why it works as well as it does .
0	loud , ugly , irritating movie
1	is impressive for the sights and sounds of the wondrous beats the world has to offer
1	the scorpion king more than ably
1	make a pretty good team
0	lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run
1	does a great combination act as narrator , jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history .
1	bill plympton , the animation master
0	impossible task
1	that in a good way
1	a watch that makes time go faster rather than
1	very best pictures
0	lack their idol 's energy and passion for detail
1	and church meetings
1	than in creating an emotionally complex , dramatically satisfying heroine
1	compassionate
1	will find in these characters ' foibles a timeless and unique perspective
1	hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves
1	an ebullient affection
0	somehow snagged an oscar nomination
1	manages to show the gentle and humane side of middle eastern world politics
1	` realistic '
1	nicely done
1	a summer of good stuff
0	the satire is just too easy to be genuinely satisfying .
1	sustains
0	neither is it as smart
1	fare , with enough creative energy and wit to entertain all ages
1	the movie is powerful and provocative .
0	time literally stops on a dime in the tries-so-hard-to-be-cool `` clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life
1	sharp edges and a deep vein of sadness
1	those who do n't entirely ` get ' godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .
0	not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .
0	'n safe as to often play like a milquetoast movie of the week blown up for the big screen
1	like to skip but film buffs should get to know
1	narrative discipline
1	samuel l. jackson
1	is this films reason for being .
1	the old saying goes , because it 's true
1	take any 12-year-old boy to see this picture
0	aims for poetry and ends up sounding like satire
0	come close to the level of intelligence and visual splendor that can be seen in other films
1	embracing than monty
0	is it hokey
0	as assaults on america 's knee-jerk moral sanctimony
0	that 's hardly any fun to watch
1	get caught up in the thrill of the company 's astonishing growth
1	it 's on par with the first one
1	is moody , oozing , chilling and heart-warming all at once
1	is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism
1	is in the right place , his plea for democracy and civic action laudable
1	above most of its ilk
1	with spy kids 2 : the island of lost dreams , however , robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .
0	from kevin kline who unfortunately works with a two star script
0	change watching such a character , especially when rendered in as flat and
0	i do n't think so .
0	devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking
1	is always a joy to watch , even when her material is not first-rate
0	great to see this turd squashed under a truck , preferably a semi
0	bile , and irony
0	a faulty premise ,
0	haphazardness
0	the plot grows thin soon ,
1	beloved-major
1	by no means a great movie , but it is a refreshingly forthright one .
0	crossing-over mumbo jumbo
0	virtually unwatchable
1	its premise is smart , but
1	was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .
0	who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent
1	light-hearted
0	heavy with flabby rolls of typical toback machinations .
1	to show us a good time
0	pitiful , slapdash disaster .
1	is one of the year 's best
1	even witty
1	a fierce dance
0	crippled
0	this piece of crap
1	... the lady and the duke surprisingly manages never to grow boring ... which proves that rohmer still has a sense of his audience .
1	the most wondrous love story in years , it is a great film .
1	its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream
1	particularly impressive
1	in the process comes out looking like something wholly original
1	submerging
1	nearly as fresh or enjoyable
0	miserable and smug
1	my great pleasure
0	it all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense .
1	fascinating , dark thriller
1	more of the same from taiwanese auteur tsai ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films .
0	down the reality drain
0	the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .
0	a historic scandal
1	that 's steeped in mystery and a ravishing , baroque beauty
1	cool stuff packed into espn 's ultimate x.
0	idea ( of middle-aged romance ) is not handled well and , except for the fine star performances
0	their lamentations are pretty much self-centered
1	a pretty decent kid-pleasing ,
1	of classic romantic comedy to which it aspires
1	, bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .
1	is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music
0	would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head
1	give a pretty good overall picture of the situation in laramie following the murder of matthew shepard
1	the fine line between cheese and earnestness remarkably well
0	a documentary fails to live up to -- or offer any new insight into -- its chosen topic
1	serious movie-goers embarking upon this journey
0	insistent and repetitive
0	nausea
1	of survival wrapped in the heart-pounding suspense of a stylish psychological thriller
0	no art
0	seems to exist only for its climactic setpiece
0	more silly than scary
1	's funny .
1	its execution and skill
1	's coherent , well shot , and tartly
0	you wish you were at home watching that movie instead of in the theater watching this one
0	's no point in extracting the bare bones of byatt 's plot for purposes of bland hollywood romance
0	underdeveloped
0	the jokes are flat
1	a heartening tale of small victories
